"age","credithistory","creditstatus","customerid","id","paymenthistory","callreason","customervalue","frequentcaller","customername","gender","income","clvsegment","zipcode","circleid","startingmember"
37,"Past arrears","Due payment","CE-314",NA,"Same month",NA,NA,"Yes","Tyson Schoenfeld","m",43265,NA,55378,"CI-3","No"
24,"Repaid on time","Due payment","CE-323",NA,"Same day",NA,NA,"Yes","Trevor Duck","m",27338,NA,52466,"CI-3","No"
42,"Past arrears","Clear","CE-334",NA,"Same week",NA,NA,"No","Ryan Crespin","f",57673,NA,48944,"CI-3","Yes"
48,"Paid on time","Clear","CE-338",NA,"Same week",NA,NA,"Yes","Hannah Jones","f",61092,NA,45388,"CI-3","No"
55,"Repaid on time","Clear","CE-347",NA,"Same week",NA,NA,"No","Jessica Trabing Jr","f",67693,NA,44982,"CI-3","No"
47,"Repaid on time","Clear","CE-350",NA,"Same week",NA,NA,"No","Joshua Wilcox","m",54826,NA,49356,"CI-3","No"
33,"Paid on time","Due payment","CE-358",NA,"Same week",NA,NA,"Yes","Brett Wilson","m",32613,NA,49159,"CI-3","No"
27,"Repaid on time","Clear","CE-369",NA,"Same day",NA,NA,"Yes","Kaitlin Eades","f",27999,NA,47361,"CI-3","No"
59,"Past arrears","Due payment","CE-378",NA,"Same week",NA,NA,"No","Jennifer Cook","f",89305,NA,53513,"CI-3","No"
46,"Paid on time","Clear","CE-387",NA,"Same month",NA,NA,"No","Victoria Mcdaniel","f",43099,NA,50796,"CI-3","No"
64,"Paid on time","Due payment","CE-397",NA,"Same day",NA,NA,"No","Morgan Aldrich","m",103822,NA,49018,"CI-3","No"
44,"Past arrears","Due payment","CE-402",NA,"Same month",NA,NA,"Yes","Jacob Willman","m",59141,NA,56138,"CI-3","No"
19,"Past arrears","Due payment","CE-410",NA,"Same day",NA,NA,"No","Kylee Babcock","f",24676,NA,49969,"CI-3","No"
49,"Paid on time","Clear","CE-412",NA,"Same week",NA,NA,"Yes","Sydnee Fuller","f",62464,NA,53393,"CI-3","No"
62,"Past arrears","Due payment","CE-420",NA,"Same month",NA,NA,"Yes","Milanna Oschmann","f",58464,NA,51578,"CI-3","No"
54,"Past arrears","Clear","CE-430",NA,"Same week",NA,NA,"Yes","Amber Collins","f",60001,NA,52545,"CI-3","No"
64,"Repaid on time","Clear","CE-432",NA,"Same month",NA,NA,"No","Daniel Barrie","m",87360,NA,49142,"CI-3","No"
39,"Repaid on time","Clear","CE-441",NA,"Same day",NA,NA,"Yes","Zachary Blecha","m",42694,NA,53435,"CI-3","No"
30,"Past arrears","Due payment","CE-466",NA,"Same month",NA,NA,"No","Amber Nelson","f",44065,NA,52449,"CI-3","No"
58,"Repaid on time","Clear","CE-474",NA,"Same month",NA,NA,"No","Ricki Steele","f",59309,NA,47900,"CI-3","No"
43,"Paid on time","Due payment","CE-476",NA,"Same week",NA,NA,"Yes","Cason Dittmer","m",58146,NA,47620,"CI-3","No"
26,"Repaid on time","Clear","CE-480",NA,"Same week",NA,NA,"No","Chaz Lahe","m",29465,NA,45411,"CI-3","No"
18,"Repaid on time","Clear","CE-505",NA,"Same day",NA,NA,"No","Brianna Meyer","f",22525,NA,51745,"CI-3","No"
42,"Past arrears","Clear","CE-509",NA,"Same week",NA,NA,"No","Ronald Carlson","m",55768,NA,52639,"CI-3","No"
60,"Past arrears","Due payment","CE-512",NA,"Same week",NA,NA,"No","David Schwarz","m",70066,NA,50120,"CI-3","No"
34,"Repaid on time","Due payment","CE-522",NA,"Same month",NA,NA,"Yes","Angelica Wilson","f",43702,NA,46136,"CI-3","No"
47,"Past arrears","Due payment","CE-524",NA,"Same day",NA,NA,"Yes","Dean Roberts","m",45248,NA,50985,"CI-3","No"
54,"Past arrears","Clear","CE-529",NA,"Same day",NA,NA,"Yes","Cullen Pfeifer","m",65175,NA,48838,"CI-3","No"
45,"Repaid on time","Due payment","CE-551",NA,"Same day",NA,NA,"Yes","Douglas Roper","m",53748,NA,49297,"CI-3","No"
50,"Paid on time","Clear","CE-555",NA,"Same month",NA,NA,"No","Kyle Mitchell","m",59622,NA,53996,"CI-3","No"
42,"Paid on time","Due payment","CE-560",NA,"Same week",NA,NA,"No","Thomas Cannon","m",31421,NA,49747,"CI-3","No"
35,"Past arrears","Clear","CE-562",NA,"Same day",NA,NA,"Yes","Emily Rhoads","f",37514,NA,48613,"CI-3","No"
20,"Past arrears","Clear","CE-567",NA,"Same day",NA,NA,"Yes","Erik Dravland","m",23951,NA,47190,"CI-3","No"
27,"Past arrears","Due payment","CE-570",NA,"Same day",NA,NA,"Yes","David Bieler-Ays","m",28739,NA,51170,"CI-3","No"
26,"Paid on time","Clear","CE-572",NA,"Same week",NA,NA,"Yes","Amber Moody","f",32044,NA,56182,"CI-3","No"
23,"Past arrears","Clear","CE-576",NA,"Same month",NA,NA,"Yes","Katia Strickland","f",30808,NA,54631,"CI-3","No"
44,"Repaid on time","Clear","CE-587",NA,"Same month",NA,NA,"No","Rebecca Strachan","f",45737,NA,51915,"CI-3","No"
43,"Past arrears","Clear","CE-588",NA,"Same week",NA,NA,"Yes","Sophie Cameron","f",51571,NA,49656,"CI-3","No"
55,"Paid on time","Clear","CE-598",NA,"Same week",NA,NA,"No","James Anderson","m",80134,NA,47389,"CI-3","No"
30,"Past arrears","Clear","CE-613",NA,"Same day",NA,NA,"Yes","Nicole Sperber","f",28775,NA,46531,"CI-3","No"
48,"Paid on time","Clear","CE-620",NA,"Same week",NA,NA,"Yes","Mikayla Werner","f",47960,NA,54232,"CI-3","No"
37,"Repaid on time","Clear","CE-630",NA,"Same month",NA,NA,"No","Natalie Kemmerlin","f",49576,NA,49314,"CI-3","No"
24,"Paid on time","Clear","CE-635",NA,"Same month",NA,NA,"Yes","Jacob Clement","m",25543,NA,49997,"CI-3","No"
64,"Paid on time","Due payment","CE-643",NA,"Same day",NA,NA,"Yes","Amanda Masterson","f",84206,NA,48407,"CI-3","No"
31,"Past arrears","Due payment","CE-650",NA,"Same month",NA,NA,"Yes","Heather Paiement","f",42732,NA,49287,"CI-3","No"
48,"Repaid on time","Due payment","CE-656",NA,"Same month",NA,NA,"Yes","Anthony Rodriguez","m",47854,NA,49982,"CI-3","No"
34,"Past arrears","Clear","CE-668",NA,"Same week",NA,NA,"No","Christian Wagner","m",36670,NA,48182,"CI-3","No"
45,"Paid on time","Due payment","CE-671",NA,"Same day",NA,NA,"Yes","Garrett Hood","m",58955,NA,47000,"CI-3","No"
49,"Past arrears","Clear","CE-676",NA,"Same week",NA,NA,"Yes","Michael Williams","m",77902,NA,52775,"CI-3","No"
54,"Past arrears","Due payment","CE-678",NA,"Same day",NA,NA,"No","David Kruger","m",49686,NA,51795,"CI-3","No"
43,"Repaid on time","Clear","CE-683",NA,"Same week",NA,NA,"Yes","Mckenna Ingraham","f",68819,NA,52614,"CI-3","No"
59,"Paid on time","Due payment","CE-709",NA,"Same day",NA,NA,"Yes","Dustin Cowan","m",78740,NA,47511,"CI-3","No"
60,"Paid on time","Clear","CE-711",NA,"Same day",NA,NA,"Yes","Jackson Dingmann","m",79638,NA,55667,"CI-3","No"
43,"Paid on time","Clear","CE-715",NA,"Same day",NA,NA,"Yes","Arielle Shores","f",49623,NA,55160,"CI-3","No"
19,"Paid on time","Clear","CE-719",NA,"Same day",NA,NA,"No","Michael Vigil","m",20112,NA,46973,"CI-3","No"
46,"Past arrears","Clear","CE-729",NA,"Same month",NA,NA,"Yes","Ashlyn Badalamenti","f",45449,NA,48422,"CI-3","No"
29,"Paid on time","Clear","CE-731",NA,"Same day",NA,NA,"No","Brandi Luke","f",28970,NA,54114,"CI-3","No"
57,"Past arrears","Due payment","CE-734",NA,"Same week",NA,NA,"No","Emily Holbrook","f",47735,NA,55849,"CI-3","No"
64,"Past arrears","Due payment","CE-743",NA,"Same week",NA,NA,"Yes","Amanda Gallagher","f",74017,NA,46060,"CI-3","No"
20,"Repaid on time","Due payment","CE-758",NA,"Same month",NA,NA,"No","Kryztfer Getchell","m",24813,NA,44938,"CI-3","No"
21,"Paid on time","Clear","CE-767",NA,"Same week",NA,NA,"Yes","Samuel Bruno","m",29902,NA,49022,"CI-3","No"
38,"Past arrears","Clear","CE-774",NA,"Same week",NA,NA,"No","Joshua Robbins","m",49534,NA,53164,"CI-3","No"
46,"Past arrears","Clear","CE-778",NA,"Same day",NA,NA,"Yes","Ashley Pierce","f",62951,NA,52811,"CI-3","No"
32,"Past arrears","Clear","CE-784",NA,"Same month",NA,NA,"No","Randy Lawson","m",56445,NA,52041,"CI-3","No"
28,"Past arrears","Clear","CE-785",NA,"Same day",NA,NA,"Yes","Douglas Sherwood","m",37074,NA,51051,"CI-3","No"
28,"Paid on time","Clear","CE-788",NA,"Same day",NA,NA,"Yes","Elizabeth Geesen","f",28807,NA,52421,"CI-3","No"
58,"Past arrears","Clear","CE-794",NA,"Same day",NA,NA,"Yes","Lucas Keairns","m",58144,NA,46635,"CI-3","No"
61,"Paid on time","Clear","CE-795",NA,"Same month",NA,NA,"Yes","Hannah Allen","f",53094,NA,55734,"CI-3","No"
23,"Past arrears","Due payment","CE-839",NA,"Same week",NA,NA,"Yes","Stephen Fahr","m",26143,NA,44850,"CI-3","No"
33,"Past arrears","Clear","CE-848",NA,"Same week",NA,NA,"No","Cody Couvertier","m",48599,NA,48727,"CI-3","No"
55,"Paid on time","Due payment","CE-852",NA,"Same month",NA,NA,"Yes","Abigail Matthews","f",67879,NA,55919,"CI-3","No"
58,"Repaid on time","Due payment","CE-853",NA,"Same week",NA,NA,"Yes","Bodi Thorn","m",77339,NA,51267,"CI-3","No"
58,"Repaid on time","Clear","CE-855",NA,"Same month",NA,NA,"No","Kristina Bendiksen","f",61781,NA,55438,"CI-3","No"
39,"Paid on time","Clear","CE-874",NA,"Same day",NA,NA,"No","Brian Johns","m",57982,NA,54414,"CI-3","No"
19,"Repaid on time","Due payment","CE-878",NA,"Same week",NA,NA,"No","Reyna Sloan","f",26631,NA,54569,"CI-3","No"
64,"Past arrears","Clear","CE-891",NA,"Same week",NA,NA,"No","Amber Francis","f",90121,NA,50467,"CI-3","No"
51,"Repaid on time","Clear","CE-895",NA,"Same day",NA,NA,"No","Carly Quigley","f",56402,NA,52340,"CI-3","No"
24,"Paid on time","Clear","CE-897",NA,"Same day",NA,NA,"No","Natalie Cuningham","f",31198,NA,55449,"CI-3","No"
44,"Paid on time","Due payment","CE-898",NA,"Same week",NA,NA,"Yes","Joshua Decker","m",62639,NA,54042,"CI-3","No"
56,"Past arrears","Clear","CE-905",NA,"Same week",NA,NA,"Yes","Lyndsay Castleberry","f",64170,NA,53773,"CI-3","No"
27,"Past arrears","Clear","CE-910",NA,"Same week",NA,NA,"No","Randy Snedden","m",30337,NA,53883,"CI-3","No"
25,"Paid on time","Clear","CE-914",NA,"Same month",NA,NA,"No","Joshua Riordan","m",34715,NA,53708,"CI-3","No"
43,"Paid on time","Due payment","CE-921",NA,"Same week",NA,NA,"No","Nicholas Black","m",62369,NA,51205,"CI-3","No"
46,"Repaid on time","Clear","CE-929",NA,"Same day",NA,NA,"No","Bryce Webb","m",60001,NA,51437,"CI-3","No"
60,"Paid on time","Due payment","CE-942",NA,"Same day",NA,NA,"Yes","Tex Petrushka","m",62138,NA,51680,"CI-3","No"
53,"Repaid on time","Due payment","CE-949",NA,"Same day",NA,NA,"No","Joshua Hartig","m",86761,NA,48477,"CI-3","No"
23,"Paid on time","Due payment","CE-950",NA,"Same month",NA,NA,"No","Kendra Swartwood","f",24036,NA,53941,"CI-3","No"
37,"Paid on time","Clear","CE-955",NA,"Same week",NA,NA,"No","Ashleigh Adams","f",39340,NA,51653,"CI-3","No"
40,"Past arrears","Clear","CE-961",NA,"Same month",NA,NA,"No","Meghan Behan","f",48801,NA,52643,"CI-3","No"
45,"Past arrears","Clear","CE-968",NA,"Same day",NA,NA,"No","Christian Cook Jr","m",56543,NA,46976,"CI-3","No"
64,"Paid on time","Clear","CE-971",NA,"Same week",NA,NA,"No","Steven Groves","m",90535,NA,46139,"CI-3","No"
39,"Paid on time","Clear","CE-975",NA,"Same day",NA,NA,"No","Taylor Mccoy","m",42942,NA,47960,"CI-3","No"
20,"Paid on time","Due payment","CE-993",NA,"Same week",NA,NA,"No","Aaron Krause","m",18298,NA,52814,"CI-3","No"
29,"Past arrears","Clear","CE-7",NA,"Same day",NA,NA,"Yes","Michael Hasbrouck","m",37120,NA,58417,"CI-4","No"
47,"Past arrears","Clear","CE-10",NA,"Same month",NA,NA,"Yes","Andrew Nelson","m",58881,NA,58456,"CI-4","No"
28,"Past arrears","Clear","CE-27",NA,"Same day",NA,NA,"No","Jenna Blee","f",28193,NA,59234,"CI-4","No"
31,"Repaid on time","Due payment","CE-30",NA,"Same day",NA,NA,"Yes","Hannah Rea","f",42370,NA,60016,"CI-4","No"
18,"Paid on time","Clear","CE-33",NA,"Same day",NA,NA,"No","Dylan Anderson","m",24042,NA,56481,"CI-4","No"
19,"Past arrears","Clear","CE-39",NA,"Same week",NA,NA,"No","Kimberly Comiskey","f",17073,NA,60122,"CI-4","Yes"
26,"Repaid on time","Due payment","CE-53",NA,"Same week",NA,NA,"Yes","Nicholas Brandt","m",30699,NA,57800,"CI-4","No"
33,"Paid on time","Clear","CE-54",NA,"Same day",NA,NA,"Yes","Kelly Phegley","f",44426,NA,59201,"CI-4","No"
35,"Past arrears","Clear","CE-64",NA,"Same week",NA,NA,"No","Christopher Murphy","m",57599,NA,56755,"CI-4","No"
27,"Past arrears","Due payment","CE-80",NA,"Same week",NA,NA,"Yes","Samantha Ewing","f",21696,NA,57433,"CI-4","No"
52,"Past arrears","Clear","CE-85",NA,"Same week",NA,NA,"Yes","Reanna Oliver","f",72490,NA,58371,"CI-4","No"
27,"Past arrears","Due payment","CE-98",NA,"Same day",NA,NA,"Yes","Theodore Ries","m",29117,NA,56765,"CI-4","No"
20,"Paid on time","Clear","CE-110",NA,"Same week",NA,NA,"No","Alane Bahcetepe","f",19064,NA,57304,"CI-4","No"
42,"Paid on time","Clear","CE-127",NA,"Same week",NA,NA,"No","Brandie Benoit","f",49482,NA,57368,"CI-4","No"
44,"Repaid on time","Due payment","CE-169",NA,"Same week",NA,NA,"Yes","Shelby Allen","f",45705,NA,57582,"CI-4","No"
47,"Paid on time","Due payment","CE-175",NA,"Same month",NA,NA,"No","Erin Jones","f",54721,NA,57145,"CI-4","No"
48,"Paid on time","Clear","CE-195",NA,"Same day",NA,NA,"No","Jeremiah Downie","m",45679,NA,59893,"CI-4","No"
28,"Past arrears","Due payment","CE-205",NA,"Same day",NA,NA,"Yes","Christopher Maser","m",37815,NA,56858,"CI-4","No"
45,"Paid on time","Due payment","CE-216",NA,"Same week",NA,NA,"Yes","Brittany Brancaccio","f",46388,NA,58838,"CI-4","No"
57,"Repaid on time","Due payment","CE-221",NA,"Same week",NA,NA,"Yes","Hannah Schmidt","f",50809,NA,58780,"CI-4","No"
36,"Paid on time","Due payment","CE-242",NA,"Same day",NA,NA,"No","Spencer Vogt","m",49975,NA,57905,"CI-4","No"
20,"Repaid on time","Due payment","CE-253",NA,"Same month",NA,NA,"Yes","Denna Hodges","f",26690,NA,57498,"CI-4","No"
34,"Repaid on time","Clear","CE-262",NA,"Same week",NA,NA,"Yes","Andrew Mortensen","m",54585,NA,60231,"CI-4","No"
50,"Paid on time","Due payment","CE-302",NA,"Same week",NA,NA,"Yes","Emily Long","f",82459,NA,58646,"CI-4","No"
26,"Paid on time","Clear","CE-309",NA,"Same week",NA,NA,"Yes","Taylar Butler","f",33420,NA,58949,"CI-4","No"
44,"Repaid on time","Due payment","CE-356",NA,"Same month",NA,NA,"Yes","Jasmine Kushner","f",60416,NA,60595,"CI-4","No"
41,"Past arrears","Clear","CE-414",NA,"Same month",NA,NA,"Yes","Jorgen Falkner","m",53351,NA,56691,"CI-4","No"
58,"Repaid on time","Due payment","CE-450",NA,"Same week",NA,NA,"No","Meredith Jacobs","f",49213,NA,57943,"CI-4","No"
37,"Paid on time","Clear","CE-459",NA,"Same week",NA,NA,"No","Anneliese Stewart","f",49864,NA,60590,"CI-4","No"
24,"Past arrears","Clear","CE-460",NA,"Same week",NA,NA,"Yes","Hannah Christensen","f",35341,NA,59637,"CI-4","No"
22,"Paid on time","Due payment","CE-462",NA,"Same month",NA,NA,"Yes","Hope Bauer","f",22369,NA,58445,"CI-4","No"
37,"Past arrears","Clear","CE-477",NA,"Same month",NA,NA,"Yes","Stella Caisse","f",45451,NA,57546,"CI-4","No"
44,"Past arrears","Clear","CE-484",NA,"Same week",NA,NA,"Yes","Kathryn Shumake","f",50537,NA,58976,"CI-4","No"
48,"Paid on time","Due payment","CE-510",NA,"Same month",NA,NA,"Yes","Travis Peppers","m",60036,NA,60699,"CI-4","No"
37,"Repaid on time","Clear","CE-543",NA,"Same month",NA,NA,"Yes","Mandy Schamel","f",51458,NA,58156,"CI-4","No"
44,"Past arrears","Clear","CE-552",NA,"Same day",NA,NA,"Yes","Christopher Weiss","m",60276,NA,60089,"CI-4","No"
24,"Past arrears","Clear","CE-602",NA,"Same week",NA,NA,"No","Jason White","m",14481,NA,56831,"CI-4","No"
64,"Paid on time","Due payment","CE-728",NA,"Same day",NA,NA,"No","Christopher Beale","m",63509,NA,58784,"CI-4","No"
35,"Past arrears","Clear","CE-733",NA,"Same week",NA,NA,"No","Nathan Sweeney","m",45434,NA,56811,"CI-4","No"
35,"Past arrears","Due payment","CE-790",NA,"Same month",NA,NA,"Yes","Erin Christopher","f",33154,NA,56976,"CI-4","No"
31,"Past arrears","Due payment","CE-803",NA,"Same month",NA,NA,"No","Jesse Trevan","m",43574,NA,59489,"CI-4","No"
33,"Repaid on time","Clear","CE-813",NA,"Same week",NA,NA,"Yes","Lane Carrico","m",48490,NA,60599,"CI-4","No"
55,"Past arrears","Due payment","CE-818",NA,"Same day",NA,NA,"No","Brooke George","f",74098,NA,60512,"CI-4","No"
48,"Past arrears","Clear","CE-823",NA,"Same day",NA,NA,"Yes","Shelby Leininger","m",47423,NA,59310,"CI-4","No"
48,"Repaid on time","Due payment","CE-846",NA,"Same month",NA,NA,"Yes","Emily Hoggatt","f",57673,NA,56944,"CI-4","No"
62,"Past arrears","Clear","CE-854",NA,"Same day",NA,NA,"Yes","Yevette Lytle","f",66326,NA,58763,"CI-4","No"
43,"Paid on time","Clear","CE-870",NA,"Same week",NA,NA,"Yes","Benjamin Sissel","m",52384,NA,56382,"CI-4","No"
24,"Repaid on time","Due payment","CE-890",NA,"Same month",NA,NA,"Yes","Brian Short","m",34811,NA,57793,"CI-4","No"
37,"Past arrears","Due payment","CE-920",NA,"Same day",NA,NA,"Yes","Randi Bates","f",38443,NA,57252,"CI-4","No"
26,"Past arrears","Clear","CE-944",NA,"Same month",NA,NA,"No","Ronnie Krueger","m",24627,NA,58662,"CI-4","No"
30,"Repaid on time","Due payment","CE-983",NA,"Same week",NA,NA,"No","Laura Jones","f",33102,NA,59089,"CI-4","No"
23,"Paid on time","Clear","CE-997",NA,"Same month",NA,NA,"Yes","Jacob Phillips","m",27272,NA,57918,"CI-4","No"
48,"Repaid on time","Due payment","CE-187",NA,"Same day",NA,NA,"No","Corey Luebe","m",54751,NA,60960,"CI-5","Yes"
51,"Paid on time","Clear","CE-666",NA,"Same day",NA,NA,"Yes","Joshua Bennett","m",66434,NA,60722,"CI-5","No"
60,"Paid on time","Clear","CE-722",NA,"Same day",NA,NA,"Yes","Adan Golden","m",69076,NA,60872,"CI-5","No"
47,"Repaid on time","Clear","CE-2",NA,"Same week",NA,NA,"No","Claudia Berg","f",55839,NA,63529,"CI-6","No"
19,"Repaid on time","Due payment","CE-6",NA,"Same week",NA,NA,"No","Megan Gutierrez","f",19114,NA,69121,"CI-6","No"
56,"Past arrears","Clear","CE-25",NA,"Same week",NA,NA,"No","Christopher Schmidt","m",61938,NA,68400,"CI-6","No"
51,"Repaid on time","Clear","CE-41",NA,"Same day",NA,NA,"Yes","Iain Devlin","m",61412,NA,64778,"CI-6","No"
63,"Paid on time","Clear","CE-43",NA,"Same week",NA,NA,"Yes","Cody Thilenius","m",50984,NA,65959,"CI-6","No"
42,"Repaid on time","Clear","CE-48",NA,"Same month",NA,NA,"No","Shannon O'Toole","f",58419,NA,63604,"CI-6","No"
64,"Paid on time","Due payment","CE-57",NA,"Same week",NA,NA,"Yes","Mai Myhre","f",81542,NA,69922,"CI-6","No"
55,"Paid on time","Clear","CE-71",NA,"Same week",NA,NA,"Yes","John Johnson","m",54737,NA,64547,"CI-6","No"
40,"Past arrears","Due payment","CE-77",NA,"Same day",NA,NA,"Yes","Nicholas Croswhite","m",50126,NA,66327,"CI-6","No"
52,"Past arrears","Clear","CE-88",NA,"Same day",NA,NA,"No","Lidiya Griffin","f",51919,NA,67108,"CI-6","No"
49,"Past arrears","Due payment","CE-92",NA,"Same week",NA,NA,"No","Emily Hall","f",68459,NA,62372,"CI-6","No"
37,"Repaid on time","Clear","CE-95",NA,"Same week",NA,NA,"Yes","Alexis Stavile","f",49578,NA,67534,"CI-6","No"
58,"Repaid on time","Clear","CE-104",NA,"Same month",NA,NA,"Yes","Megan Edwards","f",94631,NA,61899,"CI-6","No"
55,"Paid on time","Clear","CE-115",NA,"Same week",NA,NA,"Yes","Neeve Zwetzig","f",76664,NA,61260,"CI-6","No"
31,"Past arrears","Due payment","CE-129",NA,"Same week",NA,NA,"Yes","Benjamin Prewett","m",39146,NA,61287,"CI-6","No"
21,"Repaid on time","Clear","CE-135",NA,"Same day",NA,NA,"No","Amber Brundage","f",23213,NA,68007,"CI-6","No"
24,"Repaid on time","Clear","CE-140",NA,"Same day",NA,NA,"No","Christopher Mcarthur","m",26863,NA,61855,"CI-6","No"
28,"Past arrears","Due payment","CE-145",NA,"Same month",NA,NA,"Yes","Stephen Butkovich","m",33954,NA,64153,"CI-6","No"
52,"Paid on time","Clear","CE-170",NA,"Same week",NA,NA,"Yes","Jacob Amerman","m",65229,NA,62123,"CI-6","No"
51,"Repaid on time","Clear","CE-176",NA,"Same week",NA,NA,"No","Juliette Bukowski","f",73901,NA,65764,"CI-6","No"
37,"Repaid on time","Clear","CE-228",NA,"Same week",NA,NA,"Yes","Adam Hayashi","m",39805,NA,62654,"CI-6","No"
64,"Paid on time","Clear","CE-260",NA,"Same month",NA,NA,"Yes","John Racioppo","m",73624,NA,61681,"CI-6","No"
44,"Paid on time","Clear","CE-275",NA,"Same week",NA,NA,"No","Marina Brown","f",57905,NA,61142,"CI-6","No"
25,"Paid on time","Clear","CE-279",NA,"Same week",NA,NA,"Yes","Tyler Duarte","m",27788,NA,68381,"CI-6","No"
40,"Paid on time","Clear","CE-280",NA,"Same day",NA,NA,"Yes","Kellen Simon","m",42545,NA,64122,"CI-6","No"
20,"Paid on time","Clear","CE-293",NA,"Same month",NA,NA,"Yes","Davis Mobley","m",22702,NA,66209,"CI-6","No"
58,"Past arrears","Clear","CE-294",NA,"Same week",NA,NA,"Yes","Ian Donovan","m",73022,NA,66971,"CI-6","No"
54,"Past arrears","Clear","CE-299",NA,"Same month",NA,NA,"No","Angela Smith","f",58437,NA,65084,"CI-6","No"
24,"Repaid on time","Due payment","CE-310",NA,"Same month",NA,NA,"Yes","Madelyn Frazer","f",26253,NA,61971,"CI-6","No"
54,"Past arrears","Due payment","CE-312",NA,"Same day",NA,NA,"No","Anastasia Ruck","f",60360,NA,68078,"CI-6","No"
37,"Past arrears","Clear","CE-331",NA,"Same week",NA,NA,"Yes","Cassidy Ryberg","m",45958,NA,69106,"CI-6","No"
22,"Paid on time","Clear","CE-332",NA,"Same month",NA,NA,"Yes","Dylan Brown","f",26313,NA,64281,"CI-6","No"
56,"Past arrears","Clear","CE-360",NA,"Same day",NA,NA,"Yes","Alex Vermeer","m",78185,NA,68184,"CI-6","No"
34,"Past arrears","Clear","CE-365",NA,"Same week",NA,NA,"No","Joseph Jones","m",45157,NA,62325,"CI-6","No"
60,"Paid on time","Clear","CE-367",NA,"Same week",NA,NA,"No","Erin Goss","f",84635,NA,69702,"CI-6","No"
51,"Paid on time","Clear","CE-371",NA,"Same month",NA,NA,"Yes","Blair Collins","f",48847,NA,62872,"CI-6","Yes"
60,"Paid on time","Clear","CE-375",NA,"Same month",NA,NA,"Yes","Jeffrey Mogen","m",73755,NA,69732,"CI-6","No"
56,"Paid on time","Due payment","CE-382",NA,"Same day",NA,NA,"Yes","Erica Sandoval","f",37660,NA,69361,"CI-6","No"
51,"Repaid on time","Clear","CE-398",NA,"Same month",NA,NA,"No","Blake Larson","f",64719,NA,60990,"CI-6","No"
27,"Past arrears","Due payment","CE-401",NA,"Same day",NA,NA,"Yes","Taunya Larsen","f",22818,NA,65216,"CI-6","No"
59,"Paid on time","Clear","CE-417",NA,"Same week",NA,NA,"Yes","Hannah Mcintyre","f",60301,NA,68669,"CI-6","No"
30,"Paid on time","Clear","CE-437",NA,"Same week",NA,NA,"No","Michael Johnston","m",34328,NA,69368,"CI-6","No"
64,"Paid on time","Clear","CE-438",NA,"Same week",NA,NA,"No","Lacy Leffler","f",52320,NA,61493,"CI-6","No"
40,"Past arrears","Clear","CE-447",NA,"Same week",NA,NA,"No","Sherry Remington","f",48716,NA,69711,"CI-6","No"
42,"Repaid on time","Clear","CE-449",NA,"Same month",NA,NA,"Yes","Andrew Nelson","m",55625,NA,67700,"CI-6","No"
64,"Repaid on time","Clear","CE-455",NA,"Same day",NA,NA,"Yes","Carter White","m",70715,NA,65835,"CI-6","No"
47,"Paid on time","Clear","CE-458",NA,"Same week",NA,NA,"Yes","Robyn West","f",45551,NA,65780,"CI-6","No"
18,"Repaid on time","Clear","CE-465",NA,"Same week",NA,NA,"Yes","Allaura Mott","f",19399,NA,64339,"CI-6","No"
30,"Repaid on time","Clear","CE-473",NA,"Same day",NA,NA,"Yes","Ayreanna Leach","f",47119,NA,62874,"CI-6","No"
19,"Paid on time","Due payment","CE-481",NA,"Same week",NA,NA,"Yes","Adam Esch","m",23155,NA,62376,"CI-6","No"
62,"Paid on time","Clear","CE-483",NA,"Same week",NA,NA,"Yes","Jessica Bralish","f",88744,NA,69806,"CI-6","No"
24,"Past arrears","Clear","CE-488",NA,"Same month",NA,NA,"No","Shelby Scharrer","f",28834,NA,67130,"CI-6","No"
38,"Paid on time","Due payment","CE-493",NA,"Same week",NA,NA,"Yes","Canaan Claxton","f",53235,NA,70178,"CI-6","No"
36,"Repaid on time","Clear","CE-497",NA,"Same month",NA,NA,"Yes","Janae Wilson","f",36360,NA,69966,"CI-6","No"
28,"Past arrears","Clear","CE-504",NA,"Same day",NA,NA,"No","Virginia Mauser","f",34069,NA,66241,"CI-6","No"
52,"Repaid on time","Due payment","CE-506",NA,"Same day",NA,NA,"Yes","Dylan Martinez","m",81408,NA,61790,"CI-6","No"
19,"Past arrears","Due payment","CE-518",NA,"Same week",NA,NA,"No","Max Hediger","m",19280,NA,61860,"CI-6","No"
31,"Paid on time","Clear","CE-525",NA,"Same week",NA,NA,"No","Alexandrea Kent","f",40828,NA,69019,"CI-6","No"
44,"Past arrears","Clear","CE-528",NA,"Same month",NA,NA,"No","Ryan Kuntz","m",37750,NA,66378,"CI-6","No"
47,"Paid on time","Due payment","CE-532",NA,"Same month",NA,NA,"Yes","Deanna Marr","f",45010,NA,65463,"CI-6","No"
59,"Repaid on time","Clear","CE-558",NA,"Same month",NA,NA,"Yes","Kelsi Reed","f",82499,NA,68558,"CI-6","No"
35,"Past arrears","Clear","CE-569",NA,"Same month",NA,NA,"No","Erik Peterson","m",56566,NA,66084,"CI-6","No"
57,"Past arrears","Clear","CE-589",NA,"Same week",NA,NA,"Yes","Damian Waskosky","m",58476,NA,65660,"CI-6","No"
29,"Past arrears","Due payment","CE-595",NA,"Same month",NA,NA,"No","Johanna Mills","f",30436,NA,66284,"CI-6","No"
